,sub,onset,offset,cat,tier,group,Group,latency,latency group
2586,59,363.585,364.82,xxx,Infant voc,,2.0,1.2339999999999804,within person
2587,22,363.586,365.022,(r)ossa (CW),Infant voc,,1.0,1.295000000000016,within person
2588,59,363.727,367.315,"delle bambole proprio non ne vuoi sapere, ecco (RO C)",Caregiver voc,,2.0,3.533999999999992,infant-cg
2589,61,363.781,364.307,xxx,Infant voc,,2.0,0.507000000000005,cg-infant
2590,52,363.8,364.457,xxx,Infant voc,,2.0,0.5640000000000214,within person
2591,1005,363.893,365.811,palla vogliamo giocare a palla	(RE W),Caregiver voc,,3.0,1.700999999999965,infant-cg
2592,1007,364.11,364.589,xxx,Caregiver voc,,3.0,0.3170000000000073,within person
2593,1004,364.272,366.121,Vieni qua (DA) Fai ninna con me vieni ( / C),Caregiver voc,,3.0,1.8069999999999595,within person
2594,52,364.314,365.274,che bello (RE),Caregiver voc,,2.0,0.7470000000000141,within person
2595,1001,364.527,365.197,xxx,Infant voc,,3.0,0.6360000000000241,cg-infant
2596,52,364.561,365.524,xxx,Infant voc,,2.0,0.7239999999999895,within person
2597,1,364.8,370.568,xxx,Infant voc,,1.0,5.712999999999965,within person
2598,21,364.855,365.662,xxx,Caregiver voc,,1.0,0.6850000000000023,infant-cg
2599,22,364.977,369.512,"rossa brava, oh un’altra ancora	(RE AE C RE)",Caregiver voc,,1.0,4.521999999999991,within person
2600,1007,364.99,366.739,xxx Butta a mamma  (DA C),Caregiver voc,,3.0,1.5509999999999877,within person
2601,61,365.188,365.866,xxx,Caregiver voc,,2.0,0.6490000000000009,within person
2602,60,365.217,365.877,xxx,Infant voc,,2.0,0.6120000000000232,cg-infant
2603,1001,365.265,366.622,Questa che cosa è amor(e)? (QE NE),Caregiver voc,,3.0,1.3290000000000077,infant-cg
2604,1002,365.293,368.484,"Siediti dai se no non arriva il filo, dai siediti		(DA C DA)",Caregiver voc,,3.0,2.8799999999999955,within person
2605,23,365.604,368.074,fai il numero. (DA) drin (OP),Caregiver voc,,1.0,2.274000000000001,within person
2606,60,365.8,368.084,"sei stanco, vuoi dormire anche tu? (QO QA) ",Caregiver voc,,2.0,1.988999999999976,within person
2607,61,366.095,367.021,Francesca (NC),Caregiver voc,,2.0,0.8160000000000309,within person
2608,1004,366.205,370.607,Mi fai fare ninna pure a me	 (RA) No tu mi devi far fare ninna		(C DA) Vieni (DA),Caregiver voc,,3.0,4.128000000000043,within person
2609,18,366.479,367.398,qual è quella blu? (QE),Caregiver voc,,1.0,0.5620000000000118,within person
2610,10,366.836,368.1,no così (AD),Caregiver voc,,1.0,1.1000000000000227,within person
2611,61,367.0,368.422,xxx,Infant voc,,2.0,1.3450000000000273,cg-infant
2612,1005,367.077,368.308,Palla pallina (RE),Caregiver voc,,3.0,1.1499999999999773,infant-cg
2613,64,367.158,367.788,xxx,Caregiver voc,,2.0,0.31799999999998363,within person
2614,61,367.47,368.595,xxx,Caregiver voc,,2.0,0.882000000000005,within person
2615,21,367.713,370.322,xxx,Infant voc,,1.0,2.4680000000000177,cg-infant
2616,1007,367.854,369.033,butta oh (DA C),Caregiver voc,,3.0,1.1779999999999973,infant-cg
2617,1001,367.855,368.799,Che cos’ è amo(re)?	(QE NE),Caregiver voc,,3.0,0.7119999999999891,within person
2618,60,368.087,369.879,"mettiti lungo, mettiti lungo qui (DA C) ",Caregiver voc,,2.0,1.6829999999999927,within person
2619,59,368.196,371.614,"finito e adesso, finito gioco (RE C RE)",Caregiver voc,,2.0,3.3839999999999577,within person
2620,59,368.23,370.783,xxx,Infant voc,,2.0,2.4639999999999986,cg-infant
2621,23,368.319,369.602,drin,Caregiver voc,,1.0,1.06899999999996,infant-cg
2622,1005,368.533,368.991,sì (C),Caregiver voc,,3.0,0.2839999999999918,within person
2623,1,368.707,370.209,[mamma ride] (AL) ,Caregiver voc,,1.0,1.2030000000000314,within person
2624,1001,369.006,369.7,Uh,Caregiver voc,,3.0,0.6080000000000041,within person
2625,18,369.092,369.601,dov’è? (QE),Caregiver voc,,1.0,0.46699999999998454,within person
2626,1002,369.134,370.007,Siedi ( / ),Caregiver voc,,3.0,0.8430000000000177,within person
2627,1005,369.164,369.661,xxx,Infant voc,,3.0,0.4630000000000223,cg-infant
2628,61,369.198,369.589,xxx,Caregiver voc,,2.0,0.07799999999997453,infant-cg
2629,1002,369.511,370.055,xxx,Infant voc,,3.0,0.4479999999999791,cg-infant
2630,21,369.607,372.889,xxx,Caregiver voc,,1.0,3.2590000000000146,infant-cg
2631,1005,369.63,371.716,Alè (C),Caregiver voc,,3.0,2.0130000000000337,within person
2632,61,369.703,372.182,xxx ,Infant voc,,2.0,2.4610000000000127,cg-infant
2633,1006,369.721,370.541,Drin drin (OP),Caregiver voc,,3.0,0.5690000000000168,infant-cg
2634,60,369.972,370.643,xxx,Infant voc,,2.0,0.5329999999999586,cg-infant
2635,60,370.11,371.041,appoggia la testina (DA),Caregiver voc,,2.0,0.8310000000000173,infant-cg
2636,57,370.21,375.945,"senti come fa questo, pronti oho via (DA AR)",Caregiver voc,,2.0,5.613999999999976,within person
2637,23,370.331,371.851,dai saluta il nonno. (DA) ,Caregiver voc,,1.0,1.3729999999999905,within person
2638,1007,370.478,373.507,No in là devi buttare (C DA) xxx,Caregiver voc,,3.0,2.987000000000023,within person
2639,1002,370.52,371.431,Siediti Gigi ( / NC),Caregiver voc,,3.0,0.8559999999999945,within person
2640,10,370.575,371.402,no così.(AD),Caregiver voc,,1.0,0.5260000000000105,within person
2641,18,370.876,371.21,oh,Infant voc,,1.0,0.16599999999999682,cg-infant
2642,60,371.044,373.252,"che la mamma ti mette la copertina, appoggia la testina qui (RM DA) ",Caregiver voc,,2.0,1.983000000000004,infant-cg
2643,65,371.269,375.435,"Tommy, guarda lì c’è una pallina mettila nel treno (NC DA DA) la pallina (RE)",Caregiver voc,,2.0,4.149999999999977,within person
2644,1004,371.285,373.801,"Fa ninna pure mamma, pure mamma fa ninna nanna (RM)",Caregiver voc,,3.0,2.5039999999999623,within person
2645,1001,371.297,371.723,xxx,Infant voc,,3.0,0.37999999999999545,cg-infant
2646,18,371.343,372.59,: questa che colore è?	(QE),Caregiver voc,,1.0,1.2229999999999563,infant-cg
2647,22,371.367,373.612,oh brava (AE),Caregiver voc,,1.0,2.212000000000046,within person
2648,1,371.4,373.069,non c’entra niente veramente così.	(RE),Caregiver voc,,1.0,1.5409999999999968,within person
2649,52,371.528,373.064,diamo da mangiare al bambino? (W),Caregiver voc,,2.0,1.3910000000000196,within person
2650,1006,371.673,373.364,Drin drin Rispondi al telefono (DA),Caregiver voc,,3.0,1.3799999999999955,within person
2651,1005,371.984,372.606,xxx,Infant voc,,3.0,0.48699999999996635,cg-infant
2652,1002,372.119,372.655,xxx,Caregiver voc,,3.0,0.08799999999996544,infant-cg
2653,23,372.567,373.409,pronto (CW),Infant voc,,1.0,0.8120000000000118,cg-infant
2654,59,372.597,374.017,il gioco è finito ( - ),Caregiver voc,,2.0,1.3109999999999786,infant-cg
2655,1005,372.706,373.808,Valla a prendere va	(DA C),Caregiver voc,,3.0,0.7350000000000136,within person
2656,1001,373.073,374.094,che cos’è?	(C QE),Caregiver voc,,3.0,0.8589999999999804,within person
2657,52,373.235,373.958,"no, no (AD)",Caregiver voc,,2.0,0.7060000000000173,within person
2658,61,373.252,374.346,xxx,Infant voc,,2.0,1.018000000000029,cg-infant
2659,1002,373.328,374.802,Rotto! (RE),Caregiver voc,,3.0,1.367999999999995,infant-cg
2660,23,373.434,374.721, pronto (AG),Caregiver voc,,1.0,1.254000000000019,within person
2661,60,373.467,374.242,mettiti lungo (DA),Caregiver voc,,2.0,0.7360000000000468,within person
2662,61,373.506,374.076,xxx,Caregiver voc,,2.0,0.3230000000000359,within person
2663,21,373.753,374.284,xxx,Caregiver voc,,1.0,0.48799999999999955,within person
2664,59,373.796,375.894,xxx,Infant voc,,2.0,1.8980000000000246,cg-infant
2665,1007,373.996,374.4,xxx,Caregiver voc,,3.0,0.2349999999999568,infant-cg
2666,1,374.165,374.665,xxx,Infant voc,,1.0,0.4730000000000132,cg-infant
2667,52,374.192,375.667,diamo da mangiare al bambino? (W),Caregiver voc,,2.0,1.4639999999999986,infant-cg
2668,1004,374.203,375.638,pure mamma fa ninna nanna (RM),Caregiver voc,,3.0,1.377999999999986,within person
2669,60,374.26,375.604,bravo (AE) ,Caregiver voc,,2.0,1.288000000000011,within person
2670,1001,374.316,375.81,Vuoi fare aum? (mangiare) (QA OP),Caregiver voc,,3.0,1.4839999999999804,within person
2671,1006,374.326,375.001,Giorgia (NC),Caregiver voc,,3.0,0.6619999999999777,within person
2672,61,374.339,375.174,xxx,Caregiver voc,,2.0,0.5769999999999982,within person
2673,23,374.597,375.211,xxx,Infant voc,,1.0,0.5260000000000105,cg-infant
2674,21,374.685,376.605,xxx,Caregiver voc,,1.0,1.6620000000000346,infant-cg
2675,1,374.943,375.543,verde (CW),Infant voc,,1.0,0.4479999999999791,cg-infant
2676,18,375.095,377.593,che colore è questo?	( - ) rosso (RE),Caregiver voc,,1.0,2.3969999999999914,infant-cg
2677,23,375.196,376.991,come stai? (SB),Caregiver voc,,1.0,1.7930000000000064,within person
2678,1006,375.198,376.783,"rispondi al telefono, è nonna (DA RE)",Caregiver voc,,3.0,1.424000000000035,within person
2679,22,375.359,377.72,: hai visto che belli hai visto quante botti? (QA C),Caregiver voc,,1.0,2.27800000000002,within person
2680,61,375.442,376.886,xxx,Infant voc,,2.0,1.4370000000000118,cg-infant
2681,1005,375.449,378.694,"Ah vogliamo prendere un altro poco di caffè, grazie (C W AE)",Caregiver voc,,3.0,3.2100000000000364,infant-cg
2682,1002,375.484,377.882,"Vieni qua che lo aggiustiamo, vieni	(DA W DA) Gigi (NC)",Caregiver voc,,3.0,2.3840000000000146,within person
2683,1004,375.498,376.209,xxx,Infant voc,,3.0,0.66700000000003,cg-infant
2684,52,375.542,376.371,xxx,Infant voc,,2.0,0.45299999999997453,within person
2685,60,375.918,377.667,così con la bambolina (C RE) ,Caregiver voc,,2.0,1.697999999999979,infant-cg
2686,1001,375.969,376.258,xxx,Infant voc,,3.0,0.2759999999999536,cg-infant
2687,64,375.982,376.716,xxx ,Caregiver voc,,2.0,0.7080000000000268,infant-cg
2688,23,376.008,377.446,la pesca (CW),Infant voc,,1.0,1.3460000000000036,cg-infant
2689,52,376.1,380.25,"vieni Joele, vieni più vicino (DA NC DA), guarda, vieni a vedere cosa ho visto (DA RM)",Caregiver voc,,2.0,3.90300000000002,infant-cg
2690,65,376.347,376.98,Tommy (NC),Caregiver voc,,2.0,0.632000000000005,within person
2691,1,376.348,380.411,xxx,Infant voc,,1.0,4.014999999999986,cg-infant
2692,1007,376.396,377.394,Porta a mamma (DA),Caregiver voc,,3.0,0.9870000000000232,infant-cg
2693,1004,376.407,376.876,xxx,Infant voc,,3.0,0.20199999999999818,cg-infant
2694,61,376.674,381.316," guarda la mamma ha preso la brocca con l’acqua (AL RM) il piatto, questo è tuo (RE)",Caregiver voc,,2.0,4.519999999999982,infant-cg
2695,59,376.796,377.766,xxx,Infant voc,,2.0,0.8040000000000305,cg-infant
2696,10,376.962,386.109,no così così guarda ecco là eh (AD DA C OP)  ,Caregiver voc,,1.0,9.099999999999966,infant-cg
2697,1004,377.009,377.62,No,Caregiver voc,,3.0,0.6009999999999991,within person
2698,1001,377.019,377.969,È presto (RE),Caregiver voc,,3.0,0.8700000000000045,within person
2699,1006,377.099,378.577,"rispondi al telefono, è nonna	(DA RE)",Caregiver voc,,3.0,1.2909999999999968,within person
2700,57,377.286,379.135,come ha fatto? Mm	(QE C),Caregiver voc,,2.0,1.5369999999999777,within person
2701,64,377.598,379.209,ci vuoi giocare? Tieni (QA DA),Caregiver voc,,2.0,1.5400000000000205,within person
2702,60,377.669,378.133,xxx,Caregiver voc,,2.0,0.17799999999999727,within person
2703,23,377.955,378.867,la pesca ,Infant voc,,1.0,0.9120000000000346,cg-infant
2704,23,377.955,381.971,no (AD) non è adesso ora. fra cinque minuti.	 (RE),Caregiver voc,,1.0,4.0120000000000005,infant-cg
2705,60,377.959,378.908,xxx,Infant voc,,2.0,0.8830000000000382,cg-infant
2706,1001,378.025,378.718,xxx,Infant voc,,3.0,0.6200000000000045,within person
2707,1004,378.098,378.681,no,Caregiver voc,,3.0,0.31399999999996453,infant-cg
2708,22,378.367,378.794,xxx,Caregiver voc,,1.0,0.353999999999985,within person
2709,18,378.44,379.676,: che colore è questo?	(QE),Caregiver voc,,1.0,1.0009999999999764,within person
2710,21,378.675,381.009,xxx,Infant voc,,1.0,2.1200000000000045,cg-infant
2711,65,378.889,379.642,Tommaso (NC),Caregiver voc,,2.0,0.5400000000000205,infant-cg
2712,1006,379.102,379.935,rispondi (DA),Caregiver voc,,3.0,0.79200000000003,within person
2713,1001,379.143,380.273,Vuoi fare aum? (mangiare)	(QA OP),Caregiver voc,,3.0,1.045000000000016,within person
2714,60,379.228,380.608, la vuoi la copertina?	 (QO),Caregiver voc,,2.0,1.343999999999994,within person
2715,1002,379.264,380.108,Gigi (NC),Caregiver voc,,3.0,0.7150000000000318,within person
2716,1007,379.393,380.797,Porta a mamma la pallina,Caregiver voc,,3.0,1.0260000000000105,within person
2717,52,379.771,380.792,xxx,Infant voc,,2.0,0.8519999999999754,cg-infant
2718,22,379.94,382.495,dai vediamo se riesci a chiuderli bene (W RA),Caregiver voc,,1.0,2.2970000000000255,infant-cg
2719,1004,380.198,380.672,no,Caregiver voc,,3.0,0.4410000000000309,within person
2720,65,380.231,382.814,guardami Tommaso (DA NC) dietro di te c’è una pallina (RE),Caregiver voc,,2.0,2.2930000000000064,within person
2721,18,380.521,381.64,osso,Infant voc,,1.0,0.8499999999999659,cg-infant
2722,59,380.79,382.232,xxx e adesso che facciamo (I W),Caregiver voc,,2.0,1.3340000000000032,infant-cg
2723,1,380.898,381.932, là quello verde.(RE),Caregiver voc,,1.0,1.004000000000019,within person
2724,52,380.928,383.321,guarda chi c’è qua (DA QE),Caregiver voc,,2.0,2.3420000000000414,within person
2725,59,380.979,382.368,xxx,Infant voc,,2.0,1.0400000000000205,cg-infant
2726,61,381.328,383.401,xxx,Infant voc,,2.0,2.0610000000000355,within person
2727,1005,381.34,382.315,Tu non lo prendi? (QA),Caregiver voc,,3.0,0.8240000000000123,infant-cg
2728,1006,381.491,382.394,e rispondi al telefono (DA),Caregiver voc,,3.0,0.6569999999999823,within person
2729,18,381.737,382.56,osso (AM),Caregiver voc,,1.0,0.6550000000000296,within person
2730,21,381.905,382.19,xxx,Caregiver voc,,1.0,0.06299999999998818,within person
2731,21,382.127,383.857,xxx,Infant voc,,1.0,1.6620000000000346,cg-infant
2732,23,382.195,383.196,dove vai? (DA),Caregiver voc,,1.0,0.9990000000000236,infant-cg
2733,1001,382.197,383.307,È presto (RE),Caregiver voc,,3.0,1.0289999999999964,within person
2734,1002,382.278,384.099,"Vieni che aggiustiamo a mamma, vieni (DA W C DA)",Caregiver voc,,3.0,1.8039999999999736,within person
2735,1007,382.295,383.784,Vieni qua vieni vieni (DA),Caregiver voc,,3.0,1.4470000000000027,within person
2736,61,382.337,384.42," il piatto, questo è tuo (RE)",Caregiver voc,,2.0,1.8799999999999955,within person
2737,60,382.54,384.138,la vuoi Lorenzo la copertina? ( - NC QE) ,Caregiver voc,,2.0,1.3589999999999804,within person
2738,59,382.779,383.593,xxx,Caregiver voc,,2.0,0.7440000000000282,within person
2739,1004,382.849,384.409,xxx,Infant voc,,3.0,1.5090000000000146,cg-infant
2740,18,382.9,383.434,allora (C),Caregiver voc,,1.0,0.4940000000000282,infant-cg
2741,57,382.94,384.08,xxx,Caregiver voc,,2.0,1.0649999999999977,within person
2742,1,383.015,383.509,ah,Infant voc,,1.0,0.4550000000000409,cg-infant
2743,1006,383.054,384.531,dici pronto nonna (DA),Caregiver voc,,3.0,1.13900000000001,infant-cg
2744,59,383.392,384.46,xxx,Infant voc,,2.0,0.8809999999999718,cg-infant
2745,21,383.579,387.524,xxx ,Caregiver voc,,1.0,3.7060000000000173,infant-cg
2746,61,383.818,387.596,xxx,Infant voc,,2.0,3.701000000000022,cg-infant
2747,23,383.895,384.533,eh (C),Caregiver voc,,1.0,0.6229999999999905,infant-cg
2748,1007,383.91,384.418,xxx,Infant voc,,3.0,0.5020000000000095,cg-infant
2749,1007,383.916,384.756,vieni a qui (DA),Caregiver voc,,3.0,0.8009999999999877,infant-cg
2750,65,383.955,385.107,guarda la pallina (DA),Caregiver voc,,2.0,1.13900000000001,within person
2751,18,383.968,385.704,questo invece che colore è?	 (QE),Caregiver voc,,1.0,1.5010000000000332,within person
2752,60,384.203,384.746,ci (si),Infant voc,,2.0,0.5319999999999823,cg-infant
2753,52,384.214,385.314,xxx,Infant voc,,2.0,0.8930000000000291,within person
2754,22,384.421,384.866,(q)uesta,Infant voc,,1.0,0.3639999999999759,within person
2755,1,384.502,385.005,ah,Infant voc,,1.0,0.4970000000000141,within person
2756,59,384.508,388.443,aiutami ah oh (DA C),Caregiver voc,,2.0,3.805999999999983,infant-cg
2757,1002,384.637,389.209,xxx,Infant voc,,3.0,4.410000000000025,cg-infant
2758,61,384.799,385.744,è tuo prendi (DA),Caregiver voc,,2.0,0.9290000000000305,infant-cg
2759,60,384.815,388.875,"sì, che vuoi fare, ti vuoi riposare un pochino? (C QA QA) ",Caregiver voc,,2.0,3.983000000000004,within person
2760,1004,384.892,388.705,Ti sei scocciato xxx	(RO I) ,Caregiver voc,,3.0,3.656000000000006,within person
2761,23,385.049,386.007,dove vai? (DA),Caregiver voc,,1.0,0.7699999999999818,within person
2762,1007,385.237,385.994,vieni a mamma vieni (DA C DA),Caregiver voc,,3.0,0.7490000000000236,within person
2763,1006,385.245,385.798,xxx,Infant voc,,3.0,0.5219999999999914,cg-infant
2764,60,385.276,386.248,ctctctct ,Infant voc,,2.0,0.9189999999999827,within person
2765,22,385.329,385.95,xxx,Caregiver voc,,1.0,0.39999999999997726,infant-cg
2766,1005,385.55,386.718,xxx,Infant voc,,3.0,0.9600000000000364,cg-infant
2767,1,385.758,386.195,xxx,Infant voc,,1.0,0.28499999999996817,within person
2768,18,385.91,387.207,giallo (RE),Caregiver voc,,1.0,1.1189999999999714,infant-cg
2769,61,386.088,386.639,dai prendi (C),Caregiver voc,,2.0,0.5090000000000146,within person
2770,1006,386.13,387.403,ciao nonna,Caregiver voc,,3.0,1.2460000000000377,within person
2771,52,386.157,387.024,guarda chi c’è qua (DA QE),Caregiver voc,,2.0,0.7599999999999909,within person
2772,1006,386.264,386.867,xxx,Infant voc,,3.0,0.4940000000000282,cg-infant
2773,22,386.373,388.019,no ci va prima quella verde (C RE),Caregiver voc,,1.0,1.63900000000001,infant-cg
2774,57,386.38,394.85,"guarda qui, c’era un volta, guarda qui	(DA RE DA)",Caregiver voc,,2.0,8.090000000000032,within person
2775,23,386.76,388.803,ma hai visto che bella coperta che c’è qua? (QA),Caregiver voc,,1.0,1.677000000000021,within person
2776,1,387.126,388.328,giallo adesso (RE),Caregiver voc,,1.0,1.1679999999999495,within person
2777,65,387.16,388.658,prendila mettila sul treno (DA),Caregiver voc,,2.0,1.358000000000004,within person
2778,1005,387.3,388.6,Quello là è tuo? (QE),Caregiver voc,,3.0,1.2130000000000223,within person
2779,21,387.387,387.625,xxx,Infant voc,,1.0,0.02199999999999136,cg-infant
2780,1004,387.603,388.021,xxx,Infant voc,,3.0,0.29300000000000637,within person
2781,1006,387.728,387.968,xxx,Infant voc,,3.0,0.132000000000005,within person
2782,21,387.836,388.402,xxx,Infant voc,,1.0,0.5159999999999627,within person
2783,61,387.886,388.904,xxx,Infant voc,,2.0,0.8050000000000068,within person
2784,1006,388.099,389.279,quand’è che vieni (SB),Caregiver voc,,3.0,0.992999999999995,infant-cg
2785,64,388.286,389.636,dai fallo camminate tu (DA) ,Caregiver voc,,2.0,1.1930000000000405,within person
2786,18,388.443,389.868,che colore è questo amore? (QE NE),Caregiver voc,,1.0,1.4139999999999873,within person
2787,22,388.454,389.049,xxx,Infant voc,,1.0,0.28499999999996817,cg-infant
2788,1005,388.764,391.805,"E prendilo prendilo pure tu, fammi vedere come lo prendi (DA DA)",Caregiver voc,,3.0,3.011000000000024,infant-cg
2789,23,388.794,389.17,xxx,Infant voc,,1.0,0.3129999999999882,cg-infant
2790,52,388.857,390.035,xxx,Infant voc,,2.0,1.0370000000000346,within person
2791,61,388.998,392.36, dai prendi (C) prendi,Caregiver voc,,2.0,3.1899999999999977,infant-cg
2792,23,389.17,390.673,è una coperta questa? (QE),Caregiver voc,,1.0,1.4850000000000136,within person
2793,1002,389.188,390.609,"Vieni mamma te lo aggiusta, vieni	(DA RM DA)",Caregiver voc,,3.0,1.3599999999999568,within person
2794,22,389.249,390.11,xxx,Caregiver voc,,1.0,0.8140000000000214,within person
2795,1,389.296,390.929,eto plaio ,Infant voc,,1.0,1.6169999999999618,cg-infant
2796,21,389.312,389.811,xxx,Infant voc,,1.0,0.4679999999999609,within person
2797,59,389.343,390.442,xxx,Infant voc,,2.0,1.0849999999999795,within person
2798,52,389.357,393.75,"mamma mamma vieni a vedere che belli (C DA), vieni a sederti qua con la mamma (DA)",Caregiver voc,,2.0,4.348000000000013,infant-cg
2799,1007,389.402,390.307,Butta a mamma (DA),Caregiver voc,,3.0,0.8290000000000077,within person
2800,1004,389.478,391.123,Va bene ok	(C),Caregiver voc,,3.0,1.4660000000000082,within person
2801,60,389.657,391.257,xxx ,Infant voc,,2.0,1.5710000000000264,cg-infant
2802,64,389.686,390.401,xxx,Caregiver voc,,2.0,0.6630000000000109,infant-cg
2803,65,389.738,390.137,xxx,Infant voc,,2.0,0.18400000000002592,cg-infant
2804,18,389.953,390.662,giallo,Infant voc,,1.0,0.6589999999999918,within person
2805,64,390.003,390.537,no (CW),Infant voc,,2.0,0.12999999999999545,within person
2806,22,390.407,391.357,xxx,Caregiver voc,,1.0,0.8930000000000291,infant-cg
2807,1001,390.464,391.117,xxx,Infant voc,,3.0,0.5730000000000359,cg-infant
2808,65,390.544,391.056,xxx,Infant voc,,2.0,0.44899999999995543,within person
2809,1002,390.607,392.401,xxx,Infant voc,,3.0,1.7210000000000036,within person
2810,1007,390.68,391.891,proprio no se ne va proprio  (C RA),Caregiver voc,,3.0,1.1990000000000123,infant-cg
2811,18,390.692,391.217,: giallo.	(RE),Caregiver voc,,1.0,0.5149999999999864,within person
2812,23,390.702,391.033,xxx,Infant voc,,1.0,0.09600000000000364,cg-infant
2813,1001,390.937,392.107,Mettilo qua (DA),Caregiver voc,,3.0,0.9500000000000455,infant-cg
2814,65,391.157,394.759, bravo (AE) oh la pallina vuole andare a fare un giro (RE),Caregiver voc,,2.0,3.562000000000012,within person
2815,64,391.197,392.605,"fallo camminare, bravo  (DA AE)",Caregiver voc,,2.0,1.3640000000000327,within person
2816,23,391.241,393.698,gliela mettiamo alla bambolina?	(W) che fa la nanna? (QE),Caregiver voc,,1.0,2.4049999999999727,within person
2817,18,391.293,392.637,e questo è quello blu (RE),Caregiver voc,,1.0,1.2749999999999773,within person
2818,60,391.362,400.363,"ascolta, ti vuoi riposare un pochino tu? Ti vuoi riposare o no? (DA QA) ",Caregiver voc,,2.0,8.682000000000016,within person
2819,1004,391.681,392.523,Ok,Caregiver voc,,3.0,0.5960000000000036,within person
2820,1002,391.927,395.486,"E vieni ah, ti dice mamma come lo devi aggiustare, vieni	(DA C RM DA)",Caregiver voc,,3.0,3.2180000000000177,within person
2821,1007,392.268,393.583,(ride) (AL),Caregiver voc,,3.0,1.2800000000000296,within person
2822,60,392.303,393.615,xxx ,Infant voc,,2.0,1.25,cg-infant
2823,22,392.365,394.049,poi quella rossa mm (RE C),Caregiver voc,,1.0,1.603999999999985,infant-cg
2824,64,392.445,392.94,xxx,Infant voc,,2.0,0.46100000000001273,cg-infant
2825,1,392.479,392.966,poi blu (RE),Caregiver voc,,1.0,0.36400000000003274,infant-cg
2826,23,392.602,392.943,xxx,Infant voc,,1.0,0.26900000000000546,cg-infant
2827,1005,392.674,393.883,Ah questo è mio? (C QE),Caregiver voc,,3.0,1.1959999999999695,infant-cg
2828,1002,392.687,394.264,xxx,Infant voc,,3.0,1.4180000000000064,cg-infant
2829,21,392.846,396.192,xxx,Caregiver voc,,1.0,3.0670000000000073,infant-cg
2830,1001,393.125,393.827,xxx,Infant voc,,3.0,0.5629999999999882,cg-infant
2831,1006,393.264,394.67,brr brr	 (AN),Caregiver voc,,3.0,1.282000000000039,infant-cg
2832,61,393.388,394.408,giochiamo (W),Caregiver voc,,2.0,0.9510000000000218,within person
2833,18,393.457,394.692,che colore è questo? (QE),Caregiver voc,,1.0,1.1899999999999977,within person
2834,1,393.502,394.31,non ci va. (RE),Caregiver voc,,1.0,0.5289999999999964,within person
2835,23,393.781,394.175,mmm (C),Caregiver voc,,1.0,0.18799999999998818,within person
2836,1004,393.987,395.049,Ok,Caregiver voc,,3.0,1.0600000000000023,within person
2837,64,393.989,394.291,xxx,Caregiver voc,,2.0,0.2330000000000041,within person
2838,1007,394.058,395.0,xxx,Caregiver voc,,3.0,0.7930000000000064,within person
2839,52,394.207,397.933,": vieni con la mamma che guardiamo una storia, vieni Joele (DA W DA NC)",Caregiver voc,,2.0,3.4850000000000136,within person
2840,22,394.448,395.16,xxx,Infant voc,,1.0,0.6070000000000277,cg-infant
2841,23,394.553,394.962,xxx,Infant voc,,1.0,0.32099999999996953,within person
2842,61,394.641,395.056,xxx,Infant voc,,2.0,0.4119999999999777,within person
2843,1,394.644,395.33,eh blu (CW),Infant voc,,1.0,0.6139999999999759,within person
2844,1005,394.716,396.006,xxx,Infant voc,,3.0,1.2609999999999673,within person
2845,1001,394.745,395.382,xxx,Infant voc,,3.0,0.2669999999999959,within person
2846,18,395.115,395.696,xxx,Infant voc,,1.0,0.5370000000000346,within person
2847,1002,395.159,397.584,xxx mama,Infant voc,,3.0,2.2069999999999936,within person
2848,1001,395.377,397.418,"Grazie, mettila a mamma (AE DA C)",Caregiver voc,,3.0,1.718999999999994,infant-cg
2849,61,395.699,396.804,giochiamo,Caregiver voc,,2.0,1.089999999999975,within person
2850,18,395.714,396.354,: blu.	(RE),Caregiver voc,,1.0,0.5849999999999795,within person
2851,1004,395.769,396.192,xxx,Infant voc,,3.0,0.40300000000002,cg-infant
2852,22,395.789,396.166,xxx,Caregiver voc,,1.0,0.29899999999997817,infant-cg
2853,23,395.867,397.216,a questa qui di pezza. (RE),Caregiver voc,,1.0,1.3009999999999877,within person
2854,65,395.915,397.4,sono caduta (ST),Caregiver voc,,2.0,1.4499999999999886,within person
2855,18,395.95,396.476,xxx,Infant voc,,1.0,0.07100000000002638,cg-infant
2856,1004,396.405,398.269,"Guarda quanto sei monello, vieni qua (RO DA)",Caregiver voc,,3.0,1.7379999999999995,infant-cg
2857,18,396.531,401.268,allora dentro il blu mettici questa rossa. (DA) prova. (DA) guarda che ci sta.	(DA),Caregiver voc,,1.0,4.713999999999999,within person
2858,22,396.554,397.844,quella che colore è (QE),Caregiver voc,,1.0,1.2509999999999764,within person
2859,1001,396.593,397.377,xxx,Infant voc,,3.0,0.7100000000000364,cg-infant
2860,22,396.667,397.019,xxx,Infant voc,,1.0,0.28199999999998226,within person
2861,61,396.737,397.195,xxx,Infant voc,,2.0,0.3879999999999768,within person
2862,21,396.807,399.71,xxx,Caregiver voc,,1.0,2.8519999999999754,infant-cg
2863,64,396.858,397.139,xxx,Caregiver voc,,2.0,0.271000000000015,within person
2864,1002,396.868,397.714,xxx,Caregiver voc,,3.0,0.6949999999999932,within person
2865,1,397.019,397.339,xxx,Infant voc,,1.0,0.2230000000000132,cg-infant
2866,60,397.116,397.791,xxx,Infant voc,,2.0,0.44599999999996953,within person
